@relation compass-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute intercept numeric
@attribute 'age_cat_25 - 45' numeric
@attribute 'age_cat_Greater than 45' numeric
@attribute 'age_cat_Less than 25' numeric
@attribute race {0,1}
@attribute sex {0,1}
@attribute priors_count numeric
@attribute c_charge_degree numeric
@attribute Class-label {-1,1}

@data
1,0,1,0,0,1,1.341101,0,1
1,1,0,0,0,1,1.546211,1,1
1,0,1,0,1,1,-0.504885,0,-1
1,1,0,0,0,1,-0.299776,0,-1
1,0,0,1,0,1,-0.504885,0,-1
1,0,1,0,0,1,0.725773,1,1
1,0,0,1,0,0,-0.709995,0,-1
1,1,0,0,1,0,-0.709995,0,-1
1,0,1,0,0,1,-0.709995,0,-1
1,0,1,0,1,1,-0.709995,0,1
1,0,0,1,0,1,-0.504885,0,-1
1,1,0,0,0,0,-0.094666,0,-1
1,0,1,0,1,1,-0.709995,0,-1
1,1,0,0,0,1,-0.709995,1,-1
1,1,0,0,0,1,-0.094666,1,-1
1,1,0,0,0,1,1.546211,1,1
1,1,0,0,1,1,-0.094666,0,-1
1,1,0,0,1,0,-0.709995,1,-1
1,0,1,0,1,1,0.110444,0,-1
1,1,0,0,0,1,0.930882,0,1
1,0,1,0,1,1,2.571759,0,1
1,0,0,1,1,0,-0.709995,0,1
1,1,0,0,0,1,0.725773,0,1
1,1,0,0,0,1,-0.094666,0,1
1,0,0,1,0,1,-0.709995,0,1
1,1,0,0,1,0,-0.094666,0,1
1,1,0,0,1,0,0.110444,1,-1
1,1,0,0,0,0,-0.709995,0,-1
1,0,0,1,0,1,-0.504885,0,-1
1,0,1,0,1,1,-0.299776,0,-1
1,0,0,1,0,1,-0.709995,1,1
1,1,0,0,1,1,0.315553,1,-1
1,1,0,0,1,0,-0.709995,1,-1
1,0,1,0,0,1,2.36665,1,1
1,1,0,0,1,1,-0.709995,1,-1
1,0,1,0,0,0,-0.094666,0,-1
1,1,0,0,1,1,-0.299776,1,1
1,0,0,1,0,1,-0.709995,0,1
1,1,0,0,1,0,-0.709995,0,-1
1,1,0,0,1,1,-0.709995,0,-1
1,1,0,0,0,1,0.520663,1,1
1,1,0,0,0,1,1.135992,1,-1
1,0,1,0,1,1,-0.504885,0,-1
1,1,0,0,1,1,-0.094666,0,1
1,0,0,1,0,1,-0.709995,0,-1
1,1,0,0,0,1,-0.709995,0,-1
1,1,0,0,1,1,-0.504885,0,-1
1,1,0,0,0,1,0.520663,1,1
1,0,0,1,0,1,-0.709995,1,1
1,1,0,0,1,1,-0.299776,0,1
1,1,0,0,1,1,-0.299776,0,1
1,0,0,1,0,1,-0.709995,1,-1
1,0,1,0,1,0,-0.504885,0,1
1,1,0,0,0,1,-0.504885,0,1
1,1,0,0,0,1,0.520663,1,-1
1,0,1,0,1,1,-0.504885,0,1
1,0,1,0,1,0,2.36665,0,-1
1,0,0,1,0,0,-0.504885,0,1
1,0,1,0,1,1,-0.094666,1,-1
1,1,0,0,1,1,0.315553,0,1
1,1,0,0,0,0,-0.709995,0,-1
1,1,0,0,1,1,-0.094666,0,1
1,0,0,1,0,1,-0.299776,0,1
1,1,0,0,1,1,-0.504885,0,1
1,1,0,0,1,1,-0.299776,0,-1
1,1,0,0,0,1,-0.094666,0,1
1,0,1,0,0,1,0.520663,0,-1
1,0,0,1,0,1,-0.709995,0,-1
1,0,1,0,1,1,-0.709995,1,-1
1,0,1,0,0,1,0.315553,0,1
1,1,0,0,1,1,-0.709995,1,-1
1,1,0,0,0,1,0.725773,1,-1
1,1,0,0,0,0,0.315553,0,1
1,1,0,0,0,1,-0.504885,1,-1
1,1,0,0,1,1,-0.299776,1,-1
1,0,1,0,1,1,-0.504885,1,1
1,1,0,0,0,1,-0.094666,1,1
1,1,0,0,1,0,1.135992,1,1
1,1,0,0,1,0,-0.709995,1,-1
1,1,0,0,1,0,-0.709995,1,-1
1,1,0,0,0,1,2.571759,0,-1
1,1,0,0,1,1,-0.504885,1,-1
1,1,0,0,1,1,-0.709995,0,1
1,0,0,1,1,1,-0.299776,0,1
1,1,0,0,0,1,0.930882,0,-1
1,1,0,0,1,0,-0.504885,1,1
1,0,1,0,1,1,-0.709995,0,-1
1,1,0,0,0,1,-0.299776,0,1
1,0,0,1,0,0,-0.094666,1,1
1,0,0,1,0,1,-0.709995,0,-1
1,0,0,1,0,1,-0.299776,0,1
1,0,1,0,1,1,-0.504885,1,-1
1,1,0,0,0,1,1.751321,1,1
1,0,1,0,0,1,-0.299776,1,-1
1,0,0,1,0,1,-0.299776,0,1
1,1,0,0,1,1,-0.504885,1,-1
1,1,0,0,0,1,1.546211,0,1
1,1,0,0,0,1,0.315553,1,-1
1,1,0,0,0,1,1.546211,0,1
1,0,0,1,0,1,0.315553,0,1
1,0,0,1,0,1,-0.709995,0,-1
1,0,1,0,1,0,-0.709995,1,-1
1,0,1,0,0,1,2.981978,1,1
1,0,0,1,1,1,-0.504885,0,-1
1,1,0,0,0,1,-0.709995,0,1
1,0,1,0,1,1,-0.299776,1,-1
1,1,0,0,1,1,-0.709995,0,-1
1,1,0,0,0,1,-0.709995,1,-1
1,1,0,0,0,1,1.95643,0,-1
1,0,1,0,1,1,-0.504885,0,-1
1,1,0,0,0,1,0.520663,0,1
1,0,1,0,0,1,1.751321,0,1
1,0,1,0,0,1,-0.709995,0,-1
1,1,0,0,0,1,-0.299776,0,-1
1,0,0,1,0,0,-0.504885,1,1
1,1,0,0,1,1,0.110444,0,1
1,0,1,0,1,1,-0.709995,0,-1
1,1,0,0,0,1,-0.504885,1,1
1,1,0,0,0,1,0.110444,0,1
1,0,1,0,1,1,-0.709995,1,1
1,1,0,0,0,1,-0.299776,0,-1
1,1,0,0,0,0,0.110444,0,-1
1,0,1,0,1,1,-0.504885,0,1
1,1,0,0,0,1,1.95643,0,1
1,0,1,0,0,1,1.95643,0,-1
1,1,0,0,1,0,-0.709995,0,1
1,1,0,0,0,0,-0.094666,1,-1
1,1,0,0,0,1,0.315553,0,-1
1,1,0,0,1,1,-0.299776,0,1
1,0,1,0,0,1,-0.504885,0,-1
1,1,0,0,1,1,1.135992,0,1
1,1,0,0,0,0,1.135992,0,1
1,1,0,0,0,1,-0.299776,0,-1
1,0,0,1,1,0,-0.504885,0,-1
1,0,0,1,1,1,-0.709995,1,1
1,1,0,0,1,1,-0.709995,0,-1
1,0,0,1,1,1,-0.709995,1,-1
1,0,1,0,1,0,-0.504885,0,-1
1,0,1,0,1,1,-0.709995,1,-1
1,1,0,0,0,1,1.95643,0,1
1,0,0,1,0,1,-0.709995,0,1
1,1,0,0,1,1,1.135992,0,-1
1,0,0,1,0,0,-0.709995,1,-1
1,1,0,0,1,0,1.341101,0,1
1,0,0,1,0,1,-0.709995,0,-1
1,0,1,0,0,1,0.110444,1,1
1,1,0,0,1,1,-0.709995,1,-1
1,0,0,1,0,1,-0.504885,0,1
1,1,0,0,0,1,3.187088,0,1
1,1,0,0,0,1,1.341101,0,1
1,1,0,0,1,1,-0.709995,0,-1
1,1,0,0,0,1,-0.709995,0,-1
1,0,1,0,0,0,-0.709995,1,-1
1,1,0,0,0,1,-0.709995,0,-1
1,1,0,0,0,1,0.520663,0,-1
1,0,0,1,0,1,-0.709995,0,1
1,1,0,0,0,1,0.725773,0,-1
1,1,0,0,0,1,0.520663,0,1
1,1,0,0,1,1,-0.504885,0,-1
1,1,0,0,0,0,-0.094666,1,1
1,1,0,0,1,1,-0.094666,1,-1
1,1,0,0,0,1,2.16154,1,1
1,0,0,1,1,1,-0.094666,0,1
1,1,0,0,0,1,-0.094666,0,-1
1,1,0,0,1,1,-0.094666,0,-1
1,1,0,0,0,0,0.110444,0,-1
1,0,0,1,0,1,-0.709995,1,-1
1,1,0,0,0,1,-0.299776,0,-1
1,0,0,1,0,1,-0.504885,0,1
1,0,0,1,1,0,-0.504885,0,-1
1,0,0,1,1,1,-0.709995,0,-1
1,1,0,0,0,1,1.751321,0,-1
1,1,0,0,0,0,-0.299776,0,1
1,1,0,0,0,1,-0.299776,0,-1
1,1,0,0,1,0,-0.709995,0,-1
1,1,0,0,0,0,0.110444,0,-1
1,1,0,0,0,0,-0.299776,0,1
1,1,0,0,1,1,0.315553,0,1
1,1,0,0,0,1,4.417746,1,1
1,0,1,0,1,0,-0.299776,0,-1
1,0,1,0,0,0,0.110444,1,-1
1,1,0,0,1,1,-0.299776,0,-1
1,0,0,1,0,0,-0.709995,0,-1
1,1,0,0,0,1,-0.504885,0,1
1,1,0,0,1,1,0.110444,0,1
1,0,1,0,0,0,-0.504885,0,-1
1,0,1,0,1,1,-0.709995,1,1
1,1,0,0,1,1,-0.094666,0,1
1,1,0,0,0,1,-0.709995,0,1
1,1,0,0,0,1,4.417746,0,1
1,0,0,1,0,1,-0.504885,0,-1
1,1,0,0,1,1,1.135992,1,1
1,1,0,0,0,0,-0.709995,0,-1
1,0,0,1,0,1,-0.094666,0,1
1,0,1,0,0,1,0.110444,0,-1
1,0,0,1,0,1,-0.709995,1,-1
1,0,0,1,0,1,-0.504885,0,1
1,0,1,0,1,1,-0.504885,1,1
1,1,0,0,0,1,-0.094666,1,1
1,1,0,0,1,0,-0.299776,0,1
1,1,0,0,0,1,1.751321,1,1
1,1,0,0,0,1,0.520663,0,1
1,0,1,0,1,0,0.930882,1,1
1,1,0,0,0,1,0.930882,1,1
1,1,0,0,1,1,-0.709995,0,-1
1,1,0,0,0,1,-0.709995,0,-1
1,0,1,0,1,1,0.110444,1,-1
1,1,0,0,1,0,-0.299776,0,1
1,1,0,0,1,1,1.95643,0,1
1,1,0,0,0,1,2.571759,0,1
1,0,0,1,1,1,-0.504885,0,-1
1,1,0,0,0,1,-0.709995,0,-1
1,0,0,1,1,1,-0.504885,0,1
1,1,0,0,0,1,-0.504885,0,-1
1,1,0,0,1,1,-0.709995,1,-1
1,1,0,0,0,0,-0.709995,0,-1
1,0,1,0,1,0,-0.709995,0,1
1,0,1,0,1,0,-0.709995,1,-1
1,0,1,0,0,0,3.597307,1,1
1,0,0,1,0,1,-0.504885,0,1
1,1,0,0,0,0,-0.504885,1,1
1,1,0,0,1,0,-0.504885,1,-1
1,0,0,1,0,1,0.315553,0,1
1,0,0,1,1,1,-0.299776,0,1
1,1,0,0,0,0,-0.504885,1,-1
1,0,1,0,1,0,-0.504885,0,1
1,0,1,0,1,0,-0.504885,1,-1
1,1,0,0,0,1,0.930882,1,-1
1,0,0,1,0,1,-0.094666,0,1
1,1,0,0,0,1,-0.709995,0,-1
1,0,1,0,1,1,-0.709995,0,-1
1,1,0,0,0,0,-0.709995,1,-1
1,1,0,0,0,1,-0.504885,0,-1
1,1,0,0,0,1,-0.299776,0,-1
1,0,0,1,0,0,-0.709995,0,-1
1,1,0,0,1,0,-0.709995,1,-1
1,0,1,0,0,1,1.751321,1,-1
1,1,0,0,0,1,-0.504885,1,-1
1,0,0,1,0,1,-0.709995,0,1
1,1,0,0,0,1,-0.709995,1,-1
1,1,0,0,0,1,-0.094666,1,-1
1,1,0,0,0,1,0.110444,0,1
1,0,0,1,0,1,-0.709995,1,-1
1,1,0,0,0,0,-0.709995,0,-1
1,1,0,0,1,1,-0.709995,0,-1
1,1,0,0,1,1,-0.504885,0,-1
1,0,1,0,0,1,-0.504885,0,-1
1,0,0,1,0,1,-0.094666,0,1
1,1,0,0,1,1,0.930882,0,1
1,1,0,0,1,1,-0.504885,0,1
1,0,0,1,0,1,-0.504885,1,1
1,1,0,0,1,1,0.110444,1,1
1,0,1,0,1,0,-0.709995,1,-1
1,1,0,0,0,0,1.341101,0,-1
1,0,0,1,0,1,-0.504885,0,-1
1,0,1,0,0,1,0.520663,0,-1
1,0,1,0,1,1,-0.504885,0,-1
1,0,0,1,0,1,-0.709995,0,-1
1,0,0,1,1,1,-0.709995,1,1
1,0,1,0,1,0,-0.709995,0,-1
1,0,0,1,0,0,-0.709995,0,-1
1,0,1,0,1,1,-0.709995,1,-1
1,0,0,1,0,1,0.520663,0,1
1,0,1,0,1,1,-0.094666,0,1
1,1,0,0,0,1,-0.299776,1,1
1,0,1,0,1,1,-0.709995,1,1
1,1,0,0,0,1,-0.709995,0,-1
1,0,0,1,0,1,-0.709995,0,1
1,1,0,0,0,0,-0.709995,1,-1
1,1,0,0,1,1,-0.299776,0,-1
1,1,0,0,1,0,0.110444,0,1
1,1,0,0,0,1,-0.504885,1,-1
1,0,0,1,1,1,-0.709995,0,1
1,1,0,0,1,1,-0.504885,0,-1
1,1,0,0,1,1,-0.504885,0,-1
1,0,1,0,0,1,1.135992,0,1
1,0,1,0,0,1,-0.709995,1,-1
1,0,0,1,1,0,-0.504885,0,-1
1,0,1,0,0,1,-0.709995,1,1
1,1,0,0,1,1,-0.299776,0,1
1,0,1,0,1,1,-0.299776,1,-1
1,1,0,0,1,1,-0.094666,1,1
1,1,0,0,1,1,-0.709995,0,-1
1,0,0,1,1,0,-0.504885,0,1
1,0,0,1,1,1,-0.709995,0,-1
1,1,0,0,0,1,0.520663,0,1
1,0,1,0,1,0,-0.504885,0,-1
1,1,0,0,1,1,-0.299776,0,-1
1,1,0,0,0,1,3.187088,0,1
1,1,0,0,1,0,-0.504885,0,-1
1,1,0,0,0,1,-0.709995,0,-1
1,0,1,0,1,0,-0.504885,0,-1
1,1,0,0,0,1,0.520663,0,-1
1,1,0,0,0,1,0.520663,1,-1
1,1,0,0,0,0,0.930882,0,1
1,0,1,0,1,1,-0.709995,0,-1
1,1,0,0,0,1,-0.299776,0,-1
1,1,0,0,1,0,-0.709995,1,-1
1,1,0,0,0,1,0.520663,1,1
1,1,0,0,0,1,-0.299776,0,-1
1,0,0,1,1,1,-0.504885,0,1
1,1,0,0,0,1,0.315553,0,1
1,1,0,0,0,1,-0.504885,0,-1
1,1,0,0,1,1,-0.504885,0,-1
1,1,0,0,0,1,4.827965,0,1
1,1,0,0,1,1,0.520663,0,1
1,1,0,0,0,1,-0.504885,1,1
1,0,1,0,1,1,-0.709995,0,-1
1,0,1,0,0,1,1.751321,1,1
1,1,0,0,1,1,-0.709995,1,-1
1,1,0,0,1,1,0.110444,0,1
1,1,0,0,0,1,-0.299776,1,-1
1,1,0,0,0,1,-0.709995,0,1
1,0,1,0,1,1,0.725773,0,1
1,1,0,0,0,1,0.725773,0,1
1,1,0,0,0,1,0.110444,0,1
1,0,1,0,1,1,-0.709995,0,-1
1,0,1,0,1,1,-0.504885,1,-1
1,0,0,1,1,1,-0.709995,1,-1
1,0,1,0,1,1,-0.504885,0,1
1,1,0,0,0,1,2.36665,0,1
1,1,0,0,0,1,0.725773,0,1
1,1,0,0,1,1,-0.709995,1,-1
1,1,0,0,0,1,1.546211,1,1
1,1,0,0,0,1,1.135992,0,1
1,1,0,0,0,0,-0.094666,1,-1
1,1,0,0,0,1,0.725773,1,-1
1,1,0,0,0,1,-0.504885,0,-1
1,0,1,0,1,0,-0.094666,1,-1
1,1,0,0,1,0,-0.709995,1,-1
1,1,0,0,0,1,-0.709995,0,-1
1,1,0,0,1,1,-0.709995,0,-1
1,1,0,0,1,1,-0.299776,0,-1
1,1,0,0,1,1,-0.709995,1,-1
1,0,0,1,1,0,-0.709995,1,-1
1,1,0,0,1,1,-0.709995,1,-1
1,1,0,0,1,0,-0.299776,1,1
1,1,0,0,0,1,0.520663,0,1
1,1,0,0,0,1,-0.299776,0,1
1,1,0,0,1,1,-0.094666,1,1
1,0,1,0,0,1,-0.504885,1,1
1,1,0,0,0,1,-0.299776,0,-1
1,1,0,0,1,1,-0.709995,0,-1
1,1,0,0,0,1,-0.709995,0,1
1,1,0,0,0,1,-0.504885,1,-1
1,1,0,0,0,0,-0.709995,1,-1
1,1,0,0,0,1,4.827965,1,1
1,1,0,0,1,0,-0.299776,0,1
1,1,0,0,0,0,4.007527,0,1
1,1,0,0,0,1,4.417746,0,1
1,1,0,0,0,1,-0.299776,0,-1
1,0,0,1,0,1,-0.709995,0,-1
1,0,1,0,1,0,-0.709995,1,-1
1,1,0,0,0,0,1.341101,0,1
1,1,0,0,1,1,-0.504885,1,-1
1,1,0,0,1,1,1.135992,0,1
1,0,1,0,1,1,0.315553,1,1
1,1,0,0,1,1,0.725773,0,1
1,0,1,0,0,0,0.930882,0,-1
1,1,0,0,0,1,-0.094666,1,1
1,1,0,0,1,1,-0.094666,0,-1
1,1,0,0,0,1,-0.299776,1,-1
1,0,0,1,1,1,-0.709995,1,-1
1,1,0,0,0,0,-0.504885,1,-1
1,1,0,0,0,1,1.95643,0,1
1,0,0,1,0,1,-0.094666,0,1
1,1,0,0,0,1,-0.299776,0,1
1,1,0,0,0,1,-0.299776,1,1
1,0,1,0,1,1,-0.504885,0,-1
1,1,0,0,0,1,2.16154,0,1
1,0,1,0,1,1,-0.094666,1,1
1,0,0,1,1,0,-0.709995,1,-1
1,1,0,0,1,0,1.546211,0,1
1,1,0,0,0,0,-0.504885,1,1
1,0,0,1,0,1,-0.504885,1,-1
1,0,1,0,1,1,-0.094666,0,1
1,0,0,1,0,0,-0.299776,0,-1
1,1,0,0,1,1,0.520663,0,1
1,0,0,1,1,1,-0.709995,0,1
1,1,0,0,1,1,1.341101,0,1
1,1,0,0,0,0,-0.709995,1,-1
1,1,0,0,0,1,3.597307,0,1
1,1,0,0,1,0,-0.504885,1,-1
1,0,0,1,0,1,-0.504885,1,1
1,0,1,0,1,1,0.725773,0,1
1,1,0,0,0,1,2.36665,0,-1
1,1,0,0,0,1,0.315553,0,-1
1,0,0,1,0,0,-0.709995,0,1
1,1,0,0,1,1,-0.094666,1,-1
1,0,0,1,0,0,0.520663,1,-1
1,1,0,0,1,1,-0.094666,1,1
1,1,0,0,0,1,-0.094666,1,-1
1,1,0,0,1,0,-0.504885,1,1
1,0,0,1,0,1,-0.504885,0,-1
1,1,0,0,1,1,-0.504885,0,-1
1,1,0,0,0,1,-0.504885,1,-1
1,1,0,0,0,1,4.212636,0,-1
1,0,0,1,0,1,-0.709995,0,-1
1,1,0,0,0,0,-0.094666,0,1
1,1,0,0,0,1,-0.094666,0,-1
1,1,0,0,1,1,-0.504885,0,1
1,1,0,0,0,1,-0.709995,0,1
1,0,1,0,0,0,-0.504885,0,-1
1,0,0,1,1,1,0.520663,0,1
1,1,0,0,1,1,-0.299776,0,1
1,0,0,1,0,0,-0.709995,0,-1
1,0,0,1,1,0,-0.504885,0,-1
1,1,0,0,1,1,-0.709995,0,-1
1,0,1,0,1,1,-0.709995,1,-1
1,0,0,1,0,1,-0.709995,0,-1
1,0,1,0,1,0,-0.709995,0,-1
1,0,1,0,1,0,-0.299776,1,-1
1,0,0,1,0,1,-0.709995,1,-1
1,1,0,0,0,1,0.315553,0,-1
1,0,1,0,1,1,-0.504885,0,1
1,0,0,1,0,0,-0.709995,0,-1
1,1,0,0,0,0,-0.299776,0,-1
1,1,0,0,0,0,-0.299776,0,1
1,1,0,0,1,1,0.110444,1,-1
1,1,0,0,0,1,-0.504885,1,1
1,1,0,0,1,1,0.315553,0,-1
1,1,0,0,0,1,-0.504885,0,-1
1,1,0,0,1,1,-0.504885,0,-1
1,1,0,0,0,1,0.110444,1,1
1,1,0,0,1,1,-0.709995,1,-1
1,1,0,0,1,1,-0.504885,0,-1
1,1,0,0,0,1,1.135992,0,1
1,1,0,0,0,1,-0.504885,0,-1
1,1,0,0,1,1,-0.709995,0,-1
1,1,0,0,1,1,-0.709995,1,1
1,1,0,0,0,1,0.315553,1,1
1,0,1,0,1,1,0.930882,1,1
1,1,0,0,0,1,0.315553,0,1
1,1,0,0,0,0,-0.504885,1,-1
1,1,0,0,0,1,5.238184,0,1
1,1,0,0,0,1,-0.504885,1,-1
1,1,0,0,0,1,0.110444,0,-1
1,1,0,0,0,1,-0.299776,1,-1
1,1,0,0,1,1,0.520663,0,-1
1,1,0,0,0,0,0.520663,0,-1
1,1,0,0,0,1,-0.094666,0,1
1,0,0,1,1,1,-0.709995,0,-1
1,1,0,0,0,1,0.315553,0,-1
1,0,0,1,0,1,-0.709995,0,-1
1,0,1,0,0,0,0.315553,0,-1
1,0,0,1,0,0,-0.709995,0,-1
1,0,0,1,0,1,-0.504885,0,-1
1,1,0,0,0,1,-0.299776,0,1
1,0,1,0,0,1,-0.709995,1,-1
1,1,0,0,0,1,0.315553,1,1
1,0,1,0,0,0,-0.709995,0,-1
1,1,0,0,0,0,1.546211,0,1
1,1,0,0,0,1,-0.094666,1,-1
1,1,0,0,1,1,-0.709995,1,-1
1,0,0,1,0,1,-0.504885,0,1
1,1,0,0,1,1,-0.504885,1,1
1,0,0,1,0,1,-0.709995,0,1
1,0,0,1,0,0,-0.299776,0,-1
1,0,0,1,0,1,-0.504885,0,-1
1,0,1,0,1,1,-0.709995,1,-1
1,0,1,0,0,1,-0.094666,0,-1
1,1,0,0,1,1,-0.709995,0,-1
1,1,0,0,1,1,1.546211,0,1
1,1,0,0,1,1,2.571759,0,1
1,0,1,0,1,1,-0.094666,0,1
1,1,0,0,1,0,-0.299776,0,1
1,1,0,0,0,1,1.135992,1,1
1,1,0,0,0,1,-0.094666,0,1
1,1,0,0,0,1,0.110444,0,-1
1,0,1,0,0,0,1.135992,1,-1
1,1,0,0,1,1,-0.299776,1,-1
1,1,0,0,0,1,-0.709995,1,1
1,1,0,0,0,1,1.135992,0,1
1,1,0,0,1,1,-0.299776,1,-1
1,1,0,0,0,1,0.315553,0,1
1,1,0,0,0,1,2.16154,0,1
1,0,1,0,1,1,-0.299776,0,-1
1,1,0,0,0,1,-0.709995,1,-1
1,1,0,0,0,1,1.95643,0,1
1,0,0,1,0,0,-0.709995,1,-1
1,0,1,0,0,1,0.930882,1,1
1,1,0,0,1,1,0.315553,0,1
1,1,0,0,0,1,-0.299776,0,1
1,1,0,0,1,1,-0.709995,1,-1
1,0,1,0,1,1,-0.709995,1,1
1,0,1,0,0,1,0.930882,1,1
1,0,0,1,0,1,-0.709995,0,1
1,0,1,0,1,1,-0.504885,1,-1
1,1,0,0,0,1,-0.299776,0,1
1,1,0,0,1,1,-0.709995,1,-1
1,1,0,0,1,1,-0.094666,0,-1
1,1,0,0,1,1,-0.709995,1,1
1,1,0,0,1,0,-0.504885,1,1
1,1,0,0,1,1,0.725773,0,1
1,0,0,1,0,1,-0.504885,0,-1
1,0,0,1,0,1,-0.299776,0,1
1,0,0,1,1,1,-0.709995,0,1
1,0,1,0,1,1,-0.709995,0,1
1,0,0,1,0,0,-0.709995,1,-1
1,1,0,0,1,1,-0.504885,0,-1
1,0,0,1,0,1,-0.709995,0,-1
1,0,0,1,1,1,-0.504885,0,1
1,1,0,0,0,1,-0.299776,0,1
1,1,0,0,1,1,-0.094666,1,-1
1,0,1,0,1,1,-0.094666,0,-1
1,0,1,0,1,0,-0.709995,1,-1
1,0,0,1,1,1,0.930882,0,1
1,0,0,1,0,0,-0.299776,0,1
1,0,1,0,1,1,1.135992,1,-1
1,0,1,0,1,0,-0.709995,0,-1
1,0,0,1,0,1,-0.709995,1,-1
1,1,0,0,0,1,4.417746,0,1
1,1,0,0,0,1,-0.504885,0,-1
1,1,0,0,1,1,0.315553,0,-1
1,0,0,1,0,0,-0.299776,0,-1
1,0,1,0,1,0,-0.709995,0,-1
1,1,0,0,0,1,-0.504885,1,1
1,0,1,0,1,1,-0.709995,0,-1
1,0,1,0,0,1,-0.709995,1,1
1,0,1,0,1,1,0.930882,1,1
1,1,0,0,1,0,-0.709995,0,1
1,0,1,0,0,1,0.930882,1,1
1,1,0,0,1,1,-0.709995,1,-1
1,0,0,1,0,1,-0.709995,1,-1
1,1,0,0,1,1,-0.709995,1,1
1,1,0,0,0,1,-0.504885,0,-1
1,1,0,0,0,1,0.110444,1,1
1,1,0,0,1,1,0.930882,0,1
1,1,0,0,0,0,-0.504885,0,-1
1,0,0,1,0,1,-0.504885,1,1
1,1,0,0,0,1,0.315553,0,-1
1,0,1,0,1,1,-0.709995,0,-1
1,1,0,0,0,1,0.725773,0,1
1,0,0,1,0,1,-0.709995,0,-1
1,0,1,0,1,1,-0.504885,1,-1
1,1,0,0,0,0,-0.709995,1,1
1,1,0,0,0,1,-0.709995,0,1
1,1,0,0,0,1,0.110444,0,1
1,1,0,0,1,1,-0.504885,0,-1
1,1,0,0,0,0,-0.504885,0,-1
1,0,0,1,1,0,-0.094666,1,1
1,1,0,0,0,1,0.930882,0,1
1,0,0,1,1,1,-0.709995,0,-1
1,1,0,0,0,1,-0.094666,1,1
1,0,1,0,0,1,-0.709995,1,-1
1,1,0,0,0,1,-0.709995,0,-1
1,1,0,0,0,1,-0.299776,0,1
1,0,1,0,1,1,-0.709995,1,-1
1,1,0,0,0,1,0.930882,0,1
1,1,0,0,0,1,3.597307,1,1
1,0,1,0,0,1,0.520663,1,1
1,0,1,0,1,1,-0.299776,0,-1
1,0,1,0,1,1,-0.709995,0,-1
1,0,1,0,0,1,-0.504885,1,1
1,0,1,0,0,0,0.110444,0,-1
1,0,1,0,0,1,0.725773,0,-1
1,0,1,0,0,1,-0.504885,0,-1
1,0,0,1,1,1,-0.504885,0,-1
1,1,0,0,1,1,1.135992,1,1
1,0,1,0,1,1,-0.709995,1,-1
1,1,0,0,0,1,-0.709995,0,-1
1,0,0,1,0,1,-0.299776,1,1
1,1,0,0,1,1,1.546211,1,1
1,0,1,0,0,1,4.827965,1,-1
1,0,0,1,1,1,-0.709995,1,1
1,0,1,0,1,0,-0.504885,0,-1
1,1,0,0,0,1,0.110444,0,-1
1,1,0,0,0,1,0.520663,0,-1
1,1,0,0,0,1,2.16154,0,1
1,1,0,0,0,1,-0.504885,0,1
1,1,0,0,1,1,-0.299776,1,-1
1,1,0,0,1,1,0.520663,0,1
1,1,0,0,0,1,0.930882,0,1
1,1,0,0,1,1,-0.709995,1,-1
1,1,0,0,0,1,2.571759,0,1
1,0,0,1,1,1,-0.709995,1,-1
1,0,1,0,0,1,-0.709995,1,1
1,1,0,0,0,1,2.36665,1,1
1,0,1,0,0,1,3.597307,0,1
1,1,0,0,1,1,-0.094666,0,1
1,0,0,1,0,1,-0.504885,0,-1
1,0,0,1,0,1,0.110444,0,1
1,0,1,0,1,1,-0.299776,0,-1
1,1,0,0,0,1,0.725773,0,-1
1,0,1,0,0,1,2.36665,0,1
1,0,1,0,1,1,-0.504885,0,-1
1,0,0,1,0,1,-0.299776,1,1
1,0,1,0,0,1,-0.709995,0,-1
1,1,0,0,0,1,-0.504885,1,-1
1,1,0,0,0,1,1.341101,0,1
1,1,0,0,0,1,-0.709995,0,-1
1,1,0,0,1,1,-0.709995,0,-1
1,0,1,0,1,0,-0.709995,0,-1
1,1,0,0,0,1,0.315553,0,1
1,1,0,0,0,1,-0.504885,1,-1
1,0,0,1,1,1,0.520663,0,1
1,0,0,1,0,1,-0.299776,0,-1
1,1,0,0,1,1,-0.504885,0,-1
1,1,0,0,1,1,-0.299776,0,-1
1,1,0,0,1,1,-0.709995,1,1
1,1,0,0,1,1,-0.709995,1,-1
1,1,0,0,0,1,1.341101,0,1
1,1,0,0,0,0,0.520663,0,-1
1,1,0,0,1,1,-0.299776,0,-1
1,1,0,0,0,1,-0.299776,0,-1
1,1,0,0,0,1,-0.504885,1,-1
1,1,0,0,0,0,-0.709995,0,1
1,0,1,0,0,1,-0.709995,1,-1
1,1,0,0,1,0,0.110444,0,-1
1,1,0,0,0,1,-0.504885,1,-1
1,1,0,0,1,0,-0.709995,1,-1
1,0,0,1,0,1,0.930882,0,1
1,1,0,0,0,0,0.315553,1,-1
1,1,0,0,0,1,0.110444,0,-1
1,1,0,0,0,1,-0.504885,0,1
1,1,0,0,1,0,-0.299776,0,1
1,0,1,0,1,1,-0.094666,0,-1
1,0,0,1,0,1,-0.504885,1,-1
1,1,0,0,0,1,0.315553,0,1
1,1,0,0,0,1,3.802417,0,1
1,1,0,0,0,1,1.751321,1,-1
